Job started at: 2025年 08月 02日 星期六 12:17:36 CST
Running on node: master
CUDA devices: 0
Python path: /home/guest/Others/DECODE_rewrite:
Working directory: /home/guest/Others/DECODE_rewrite/neuronal_network_v2
CUDA available: True
GPU count: 1
Current device: 0
Starting training...
使用设备: cuda
模型参数数量: 65,680,774
2025-08-02 12:17:43,607 - neuronal_network_v2.utils.factories - INFO - 创建优化器: adam, 参数: {'lr': 0.0001, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 1e-05}
2025-08-02 12:17:43,608 - neuronal_network_v2.utils.factories - INFO - 创建调度器: cosineannealinglr, 参数: {'T_max': 100, 'eta_min': 1e-06}
创建数据集...
找到 100 个样本目录
训练样本: 70, 验证样本: 20, 测试样本: 10
找到训练数据文件: 70 个
找到验证数据文件: 20 个
Built index with 70 samples from 70 files
Built index with 20 samples from 20 files
训练批次数: 9, 验证批次数: 3
2025-08-02 13:02:49,148 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_300.pth
2025-08-02 13:03:00,314 - DECODE_Trainer - INFO - Epoch 301/N/A - 8.64s - train_loss: 0.713535 - val_loss: 0.746821 - lr: 1.02e-06
2025-08-02 13:03:08,846 - DECODE_Trainer - INFO - Epoch 302/N/A - 8.53s - train_loss: 0.856244 - val_loss: 0.861671 - lr: 1.10e-06
2025-08-02 13:03:17,705 - DECODE_Trainer - INFO - Epoch 303/N/A - 8.86s - train_loss: 0.856240 - val_loss: 0.861669 - lr: 1.22e-06
2025-08-02 13:03:26,183 - DECODE_Trainer - INFO - Epoch 304/N/A - 8.48s - train_loss: 0.856242 - val_loss: 0.861673 - lr: 1.39e-06
2025-08-02 13:03:34,736 - DECODE_Trainer - INFO - Epoch 305/N/A - 8.55s - train_loss: 0.856243 - val_loss: 0.861665 - lr: 1.61e-06
2025-08-02 13:03:42,923 - DECODE_Trainer - INFO - Epoch 306/N/A - 8.18s - train_loss: 0.856240 - val_loss: 0.861654 - lr: 1.88e-06
2025-08-02 13:03:51,054 - DECODE_Trainer - INFO - Epoch 307/N/A - 8.13s - train_loss: 0.856243 - val_loss: 0.861663 - lr: 2.19e-06
2025-08-02 13:03:59,526 - DECODE_Trainer - INFO - Epoch 308/N/A - 8.47s - train_loss: 0.856252 - val_loss: 0.861677 - lr: 2.56e-06
2025-08-02 13:04:08,094 - DECODE_Trainer - INFO - Epoch 309/N/A - 8.57s - train_loss: 0.778709 - val_loss: 0.718056 - lr: 2.97e-06
2025-08-02 13:04:16,806 - DECODE_Trainer - INFO - Epoch 310/N/A - 8.71s - train_loss: 0.790959 - val_loss: 0.861678 - lr: 3.42e-06
2025-08-02 13:04:18,533 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_310.pth
2025-08-02 13:04:29,340 - DECODE_Trainer - INFO - Epoch 311/N/A - 8.18s - train_loss: 0.856240 - val_loss: 0.861660 - lr: 3.93e-06
2025-08-02 13:04:37,516 - DECODE_Trainer - INFO - Epoch 312/N/A - 8.17s - train_loss: 0.856254 - val_loss: 0.861672 - lr: 4.48e-06
2025-08-02 13:04:46,126 - DECODE_Trainer - INFO - Epoch 313/N/A - 8.61s - train_loss: 0.856235 - val_loss: 0.861652 - lr: 5.07e-06
2025-08-02 13:04:54,697 - DECODE_Trainer - INFO - Epoch 314/N/A - 8.57s - train_loss: 0.856240 - val_loss: 0.861669 - lr: 5.71e-06
2025-08-02 13:05:02,847 - DECODE_Trainer - INFO - Epoch 315/N/A - 8.15s - train_loss: 0.856243 - val_loss: 0.861651 - lr: 6.40e-06
2025-08-02 13:05:11,256 - DECODE_Trainer - INFO - Epoch 316/N/A - 8.41s - train_loss: 0.856263 - val_loss: 0.861668 - lr: 7.12e-06
2025-08-02 13:05:19,401 - DECODE_Trainer - INFO - Epoch 317/N/A - 8.14s - train_loss: 0.844194 - val_loss: 0.718080 - lr: 7.89e-06
2025-08-02 13:05:28,279 - DECODE_Trainer - INFO - Epoch 318/N/A - 8.88s - train_loss: 0.742184 - val_loss: 0.861658 - lr: 8.71e-06
2025-08-02 13:05:36,646 - DECODE_Trainer - INFO - Epoch 319/N/A - 8.37s - train_loss: 0.856273 - val_loss: 0.861675 - lr: 9.56e-06
2025-08-02 13:05:45,278 - DECODE_Trainer - INFO - Epoch 320/N/A - 8.63s - train_loss: 0.856253 - val_loss: 0.861739 - lr: 1.05e-05
2025-08-02 13:05:47,098 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_320.pth
2025-08-02 13:05:58,483 - DECODE_Trainer - INFO - Epoch 321/N/A - 8.75s - train_loss: 0.856312 - val_loss: 0.861656 - lr: 1.14e-05
2025-08-02 13:06:07,321 - DECODE_Trainer - INFO - Epoch 322/N/A - 8.84s - train_loss: 0.856242 - val_loss: 0.861659 - lr: 1.24e-05
2025-08-02 13:06:15,454 - DECODE_Trainer - INFO - Epoch 323/N/A - 8.13s - train_loss: 0.856293 - val_loss: 0.861735 - lr: 1.34e-05
2025-08-02 13:06:23,613 - DECODE_Trainer - INFO - Epoch 324/N/A - 8.16s - train_loss: 0.856297 - val_loss: 0.861658 - lr: 1.44e-05
2025-08-02 13:06:32,107 - DECODE_Trainer - INFO - Epoch 325/N/A - 8.49s - train_loss: 0.856311 - val_loss: 0.861661 - lr: 1.55e-05
2025-08-02 13:06:40,254 - DECODE_Trainer - INFO - Epoch 326/N/A - 8.15s - train_loss: 0.713580 - val_loss: 0.746875 - lr: 1.66e-05
2025-08-02 13:06:48,741 - DECODE_Trainer - INFO - Epoch 327/N/A - 8.48s - train_loss: 0.856290 - val_loss: 0.861620 - lr: 1.78e-05
2025-08-02 13:06:56,892 - DECODE_Trainer - INFO - Epoch 328/N/A - 8.15s - train_loss: 0.856342 - val_loss: 0.861698 - lr: 1.89e-05
2025-08-02 13:07:05,871 - DECODE_Trainer - INFO - Epoch 329/N/A - 8.98s - train_loss: 0.856254 - val_loss: 0.861498 - lr: 2.02e-05
2025-08-02 13:07:14,047 - DECODE_Trainer - INFO - Epoch 330/N/A - 8.17s - train_loss: 0.856242 - val_loss: 0.861632 - lr: 2.14e-05
2025-08-02 13:07:15,733 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_330.pth
2025-08-02 13:07:26,510 - DECODE_Trainer - INFO - Epoch 331/N/A - 8.17s - train_loss: 0.856253 - val_loss: 0.861723 - lr: 2.27e-05
2025-08-02 13:07:35,016 - DECODE_Trainer - INFO - Epoch 332/N/A - 8.50s - train_loss: 0.856248 - val_loss: 0.861595 - lr: 2.40e-05
2025-08-02 13:07:43,179 - DECODE_Trainer - INFO - Epoch 333/N/A - 8.16s - train_loss: 0.856197 - val_loss: 0.861574 - lr: 2.53e-05
2025-08-02 13:07:51,720 - DECODE_Trainer - INFO - Epoch 334/N/A - 8.54s - train_loss: 0.778670 - val_loss: 0.718008 - lr: 2.67e-05
2025-08-02 13:08:00,484 - DECODE_Trainer - INFO - Epoch 335/N/A - 8.76s - train_loss: 0.807082 - val_loss: 0.861490 - lr: 2.80e-05
2025-08-02 13:08:08,974 - DECODE_Trainer - INFO - Epoch 336/N/A - 8.49s - train_loss: 0.856206 - val_loss: 0.861523 - lr: 2.94e-05
2025-08-02 13:08:17,899 - DECODE_Trainer - INFO - Epoch 337/N/A - 8.92s - train_loss: 0.856190 - val_loss: 0.861494 - lr: 3.08e-05
2025-08-02 13:08:26,039 - DECODE_Trainer - INFO - Epoch 338/N/A - 8.14s - train_loss: 0.856229 - val_loss: 0.861493 - lr: 3.23e-05
2025-08-02 13:08:34,167 - DECODE_Trainer - INFO - Epoch 339/N/A - 8.13s - train_loss: 0.856215 - val_loss: 0.861360 - lr: 3.37e-05
2025-08-02 13:08:42,440 - DECODE_Trainer - INFO - Epoch 340/N/A - 8.27s - train_loss: 0.856143 - val_loss: 0.861448 - lr: 3.52e-05
2025-08-02 13:08:44,133 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_340.pth
2025-08-02 13:08:54,915 - DECODE_Trainer - INFO - Epoch 341/N/A - 8.16s - train_loss: 0.856186 - val_loss: 0.861570 - lr: 3.67e-05
2025-08-02 13:09:03,075 - DECODE_Trainer - INFO - Epoch 342/N/A - 8.16s - train_loss: 0.843881 - val_loss: 0.717895 - lr: 3.82e-05
2025-08-02 13:09:12,004 - DECODE_Trainer - INFO - Epoch 343/N/A - 8.93s - train_loss: 0.742028 - val_loss: 0.861578 - lr: 3.97e-05
2025-08-02 13:09:20,515 - DECODE_Trainer - INFO - Epoch 344/N/A - 8.51s - train_loss: 0.856195 - val_loss: 0.861497 - lr: 4.12e-05
2025-08-02 13:09:29,088 - DECODE_Trainer - INFO - Epoch 345/N/A - 8.57s - train_loss: 0.856093 - val_loss: 0.861312 - lr: 4.28e-05
2025-08-02 13:09:37,495 - DECODE_Trainer - INFO - Epoch 346/N/A - 8.40s - train_loss: 0.856132 - val_loss: 0.861565 - lr: 4.43e-05
2025-08-02 13:09:46,073 - DECODE_Trainer - INFO - Epoch 347/N/A - 8.58s - train_loss: 0.856121 - val_loss: 0.861240 - lr: 4.58e-05
2025-08-02 13:09:54,439 - DECODE_Trainer - INFO - Epoch 348/N/A - 8.36s - train_loss: 0.856316 - val_loss: 0.861567 - lr: 4.74e-05
2025-08-02 13:10:02,887 - DECODE_Trainer - INFO - Epoch 349/N/A - 8.45s - train_loss: 0.856533 - val_loss: 0.861647 - lr: 4.89e-05
2025-08-02 13:10:11,725 - DECODE_Trainer - INFO - Epoch 350/N/A - 8.84s - train_loss: 0.856363 - val_loss: 0.861065 - lr: 5.05e-05
2025-08-02 13:10:13,500 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_350.pth
2025-08-02 13:10:24,573 - DECODE_Trainer - INFO - Epoch 351/N/A - 8.44s - train_loss: 0.713526 - val_loss: 0.746861 - lr: 5.21e-05
2025-08-02 13:10:33,420 - DECODE_Trainer - INFO - Epoch 352/N/A - 8.85s - train_loss: 0.856502 - val_loss: 0.861180 - lr: 5.36e-05
2025-08-02 13:10:42,336 - DECODE_Trainer - INFO - Epoch 353/N/A - 8.91s - train_loss: 0.856004 - val_loss: 0.861524 - lr: 5.52e-05
2025-08-02 13:10:50,509 - DECODE_Trainer - INFO - Epoch 354/N/A - 8.17s - train_loss: 0.856337 - val_loss: 0.861524 - lr: 5.67e-05
2025-08-02 13:10:58,989 - DECODE_Trainer - INFO - Epoch 355/N/A - 8.48s - train_loss: 0.856167 - val_loss: 0.861374 - lr: 5.82e-05
2025-08-02 13:11:07,540 - DECODE_Trainer - INFO - Epoch 356/N/A - 8.55s - train_loss: 0.855878 - val_loss: 0.861008 - lr: 5.98e-05
2025-08-02 13:11:15,903 - DECODE_Trainer - INFO - Epoch 357/N/A - 8.36s - train_loss: 0.855758 - val_loss: 0.860926 - lr: 6.13e-05
2025-08-02 13:11:24,388 - DECODE_Trainer - INFO - Epoch 358/N/A - 8.48s - train_loss: 0.855772 - val_loss: 0.861368 - lr: 6.28e-05
2025-08-02 13:11:33,276 - DECODE_Trainer - INFO - Epoch 359/N/A - 8.89s - train_loss: 0.778674 - val_loss: 0.717502 - lr: 6.43e-05
2025-08-02 13:11:41,418 - DECODE_Trainer - INFO - Epoch 360/N/A - 8.14s - train_loss: 0.806873 - val_loss: 0.861223 - lr: 6.58e-05
2025-08-02 13:11:43,286 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_360.pth
2025-08-02 13:11:54,280 - DECODE_Trainer - INFO - Epoch 361/N/A - 8.45s - train_loss: 0.855656 - val_loss: 0.860826 - lr: 6.73e-05
2025-08-02 13:12:03,659 - DECODE_Trainer - INFO - Epoch 362/N/A - 9.38s - train_loss: 0.855644 - val_loss: 0.860855 - lr: 6.87e-05
2025-08-02 13:12:12,238 - DECODE_Trainer - INFO - Epoch 363/N/A - 8.58s - train_loss: 0.855716 - val_loss: 0.860997 - lr: 7.02e-05
2025-08-02 13:12:20,793 - DECODE_Trainer - INFO - Epoch 364/N/A - 8.55s - train_loss: 0.855798 - val_loss: 0.861494 - lr: 7.16e-05
2025-08-02 13:12:28,953 - DECODE_Trainer - INFO - Epoch 365/N/A - 8.16s - train_loss: 0.855701 - val_loss: 0.861491 - lr: 7.30e-05
2025-08-02 13:12:37,511 - DECODE_Trainer - INFO - Epoch 366/N/A - 8.56s - train_loss: 0.855887 - val_loss: 0.860600 - lr: 7.43e-05
2025-08-02 13:12:45,629 - DECODE_Trainer - INFO - Epoch 367/N/A - 8.12s - train_loss: 0.843682 - val_loss: 0.717727 - lr: 7.57e-05
2025-08-02 13:12:54,179 - DECODE_Trainer - INFO - Epoch 368/N/A - 8.55s - train_loss: 0.741172 - val_loss: 0.860606 - lr: 7.70e-05
2025-08-02 13:13:02,332 - DECODE_Trainer - INFO - Epoch 369/N/A - 8.15s - train_loss: 0.855383 - val_loss: 0.860718 - lr: 7.83e-05
2025-08-02 13:13:10,460 - DECODE_Trainer - INFO - Epoch 370/N/A - 8.13s - train_loss: 0.855238 - val_loss: 0.860819 - lr: 7.96e-05
2025-08-02 13:13:12,212 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_370.pth
2025-08-02 13:13:22,984 - DECODE_Trainer - INFO - Epoch 371/N/A - 8.15s - train_loss: 0.855318 - val_loss: 0.861172 - lr: 8.08e-05
2025-08-02 13:13:31,557 - DECODE_Trainer - INFO - Epoch 372/N/A - 8.57s - train_loss: 0.855321 - val_loss: 0.860330 - lr: 8.21e-05
2025-08-02 13:13:39,710 - DECODE_Trainer - INFO - Epoch 373/N/A - 8.15s - train_loss: 0.855065 - val_loss: 0.860819 - lr: 8.32e-05
2025-08-02 13:13:48,059 - DECODE_Trainer - INFO - Epoch 374/N/A - 8.35s - train_loss: 0.855263 - val_loss: 0.860854 - lr: 8.44e-05
2025-08-02 13:13:56,244 - DECODE_Trainer - INFO - Epoch 375/N/A - 8.18s - train_loss: 0.855200 - val_loss: 0.860485 - lr: 8.55e-05
2025-08-02 13:14:04,439 - DECODE_Trainer - INFO - Epoch 376/N/A - 8.19s - train_loss: 0.712777 - val_loss: 0.746246 - lr: 8.66e-05
2025-08-02 13:14:12,982 - DECODE_Trainer - INFO - Epoch 377/N/A - 8.54s - train_loss: 0.855271 - val_loss: 0.861872 - lr: 8.76e-05
2025-08-02 13:14:21,797 - DECODE_Trainer - INFO - Epoch 378/N/A - 8.81s - train_loss: 0.855504 - val_loss: 0.860347 - lr: 8.86e-05
2025-08-02 13:14:30,077 - DECODE_Trainer - INFO - Epoch 379/N/A - 8.28s - train_loss: 0.855036 - val_loss: 0.860122 - lr: 8.96e-05
2025-08-02 13:14:38,248 - DECODE_Trainer - INFO - Epoch 380/N/A - 8.17s - train_loss: 0.855104 - val_loss: 0.860813 - lr: 9.05e-05
2025-08-02 13:14:40,025 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_380.pth
2025-08-02 13:14:51,252 - DECODE_Trainer - INFO - Epoch 381/N/A - 8.43s - train_loss: 0.854918 - val_loss: 0.860097 - lr: 9.14e-05
2025-08-02 13:14:59,439 - DECODE_Trainer - INFO - Epoch 382/N/A - 8.19s - train_loss: 0.854979 - val_loss: 0.860652 - lr: 9.23e-05
2025-08-02 13:15:07,580 - DECODE_Trainer - INFO - Epoch 383/N/A - 8.14s - train_loss: 0.854792 - val_loss: 0.861136 - lr: 9.31e-05
2025-08-02 13:15:16,214 - DECODE_Trainer - INFO - Epoch 384/N/A - 8.63s - train_loss: 0.777988 - val_loss: 0.717658 - lr: 9.39e-05
2025-08-02 13:15:24,371 - DECODE_Trainer - INFO - Epoch 385/N/A - 8.15s - train_loss: 0.806327 - val_loss: 0.860794 - lr: 9.46e-05
2025-08-02 13:15:32,889 - DECODE_Trainer - INFO - Epoch 386/N/A - 8.52s - train_loss: 0.854848 - val_loss: 0.860628 - lr: 9.53e-05
2025-08-02 13:15:41,245 - DECODE_Trainer - INFO - Epoch 387/N/A - 8.35s - train_loss: 0.854849 - val_loss: 0.859994 - lr: 9.59e-05
2025-08-02 13:15:50,072 - DECODE_Trainer - INFO - Epoch 388/N/A - 8.82s - train_loss: 0.854705 - val_loss: 0.860830 - lr: 9.65e-05
2025-08-02 13:15:58,238 - DECODE_Trainer - INFO - Epoch 389/N/A - 8.16s - train_loss: 0.854509 - val_loss: 0.860837 - lr: 9.71e-05
2025-08-02 13:16:06,411 - DECODE_Trainer - INFO - Epoch 390/N/A - 8.17s - train_loss: 0.854695 - val_loss: 0.859988 - lr: 9.76e-05
2025-08-02 13:16:08,220 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_390.pth
2025-08-02 13:16:18,946 - DECODE_Trainer - INFO - Epoch 391/N/A - 8.12s - train_loss: 0.854320 - val_loss: 0.859886 - lr: 9.80e-05
2025-08-02 13:16:27,519 - DECODE_Trainer - INFO - Epoch 392/N/A - 8.57s - train_loss: 0.841698 - val_loss: 0.716672 - lr: 9.84e-05
2025-08-02 13:16:35,634 - DECODE_Trainer - INFO - Epoch 393/N/A - 8.11s - train_loss: 0.739792 - val_loss: 0.860211 - lr: 9.88e-05
2025-08-02 13:16:43,803 - DECODE_Trainer - INFO - Epoch 394/N/A - 8.17s - train_loss: 0.853967 - val_loss: 0.860527 - lr: 9.91e-05
2025-08-02 13:16:51,961 - DECODE_Trainer - INFO - Epoch 395/N/A - 8.16s - train_loss: 0.853865 - val_loss: 0.860202 - lr: 9.94e-05
2025-08-02 13:17:00,134 - DECODE_Trainer - INFO - Epoch 396/N/A - 8.17s - train_loss: 0.853699 - val_loss: 0.860414 - lr: 9.96e-05
2025-08-02 13:17:08,647 - DECODE_Trainer - INFO - Epoch 397/N/A - 8.51s - train_loss: 0.854095 - val_loss: 0.860121 - lr: 9.98e-05
2025-08-02 13:17:17,426 - DECODE_Trainer - INFO - Epoch 398/N/A - 8.78s - train_loss: 0.853616 - val_loss: 0.861112 - lr: 9.99e-05
2025-08-02 13:17:26,330 - DECODE_Trainer - INFO - Epoch 399/N/A - 8.90s - train_loss: 0.853994 - val_loss: 0.859905 - lr: 1.00e-04
2025-08-02 13:17:34,902 - DECODE_Trainer - INFO - Epoch 400/N/A - 8.57s - train_loss: 0.853773 - val_loss: 0.860262 - lr: 1.00e-04
2025-08-02 13:17:36,580 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_400.pth
2025-08-02 13:17:48,033 - DECODE_Trainer - INFO - Epoch 401/N/A - 8.84s - train_loss: 0.711532 - val_loss: 0.745755 - lr: 1.00e-04
2025-08-02 13:17:56,605 - DECODE_Trainer - INFO - Epoch 402/N/A - 8.57s - train_loss: 0.853646 - val_loss: 0.860154 - lr: 9.99e-05
2025-08-02 13:18:04,750 - DECODE_Trainer - INFO - Epoch 403/N/A - 8.14s - train_loss: 0.853774 - val_loss: 0.859564 - lr: 9.98e-05
2025-08-02 13:18:13,079 - DECODE_Trainer - INFO - Epoch 404/N/A - 8.33s - train_loss: 0.853461 - val_loss: 0.860386 - lr: 9.96e-05
2025-08-02 13:18:21,713 - DECODE_Trainer - INFO - Epoch 405/N/A - 8.63s - train_loss: 0.853462 - val_loss: 0.860080 - lr: 9.94e-05
2025-08-02 13:18:29,871 - DECODE_Trainer - INFO - Epoch 406/N/A - 8.16s - train_loss: 0.853904 - val_loss: 0.860163 - lr: 9.91e-05
2025-08-02 13:18:38,290 - DECODE_Trainer - INFO - Epoch 407/N/A - 8.42s - train_loss: 0.853521 - val_loss: 0.859956 - lr: 9.88e-05
2025-08-02 13:18:46,419 - DECODE_Trainer - INFO - Epoch 408/N/A - 8.13s - train_loss: 0.853178 - val_loss: 0.859827 - lr: 9.84e-05
2025-08-02 13:18:54,563 - DECODE_Trainer - INFO - Epoch 409/N/A - 8.14s - train_loss: 0.776009 - val_loss: 0.717197 - lr: 9.80e-05
2025-08-02 13:19:02,693 - DECODE_Trainer - INFO - Epoch 410/N/A - 8.13s - train_loss: 0.804056 - val_loss: 0.859937 - lr: 9.76e-05
2025-08-02 13:19:04,378 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_410.pth
2025-08-02 13:19:15,239 - DECODE_Trainer - INFO - Epoch 411/N/A - 8.25s - train_loss: 0.852935 - val_loss: 0.860122 - lr: 9.71e-05
2025-08-02 13:19:23,422 - DECODE_Trainer - INFO - Epoch 412/N/A - 8.18s - train_loss: 0.852753 - val_loss: 0.860351 - lr: 9.65e-05
2025-08-02 13:19:31,957 - DECODE_Trainer - INFO - Epoch 413/N/A - 8.53s - train_loss: 0.852799 - val_loss: 0.860290 - lr: 9.59e-05
2025-08-02 13:19:40,107 - DECODE_Trainer - INFO - Epoch 414/N/A - 8.15s - train_loss: 0.852970 - val_loss: 0.859867 - lr: 9.53e-05
2025-08-02 13:19:48,542 - DECODE_Trainer - INFO - Epoch 415/N/A - 8.43s - train_loss: 0.852892 - val_loss: 0.860540 - lr: 9.46e-05
2025-08-02 13:19:56,687 - DECODE_Trainer - INFO - Epoch 416/N/A - 8.14s - train_loss: 0.852813 - val_loss: 0.860110 - lr: 9.39e-05
2025-08-02 13:20:05,119 - DECODE_Trainer - INFO - Epoch 417/N/A - 8.43s - train_loss: 0.840052 - val_loss: 0.716714 - lr: 9.31e-05
2025-08-02 13:20:14,596 - DECODE_Trainer - INFO - Epoch 418/N/A - 9.48s - train_loss: 0.710276 - val_loss: 0.802492 - lr: 9.23e-05
2025-08-02 13:20:23,063 - DECODE_Trainer - INFO - Epoch 419/N/A - 8.47s - train_loss: 0.852389 - val_loss: 0.860454 - lr: 9.14e-05
2025-08-02 13:20:31,596 - DECODE_Trainer - INFO - Epoch 420/N/A - 8.53s - train_loss: 0.852334 - val_loss: 0.859770 - lr: 9.05e-05
2025-08-02 13:20:33,385 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_420.pth
2025-08-02 13:20:44,854 - DECODE_Trainer - INFO - Epoch 421/N/A - 8.86s - train_loss: 0.852401 - val_loss: 0.860079 - lr: 8.96e-05
2025-08-02 13:20:53,022 - DECODE_Trainer - INFO - Epoch 422/N/A - 8.17s - train_loss: 0.852364 - val_loss: 0.859912 - lr: 8.86e-05
2025-08-02 13:21:02,001 - DECODE_Trainer - INFO - Epoch 423/N/A - 8.98s - train_loss: 0.852228 - val_loss: 0.860317 - lr: 8.76e-05
2025-08-02 13:21:10,316 - DECODE_Trainer - INFO - Epoch 424/N/A - 8.31s - train_loss: 0.852034 - val_loss: 0.860115 - lr: 8.66e-05
2025-08-02 13:21:18,964 - DECODE_Trainer - INFO - Epoch 425/N/A - 8.65s - train_loss: 0.851960 - val_loss: 0.859953 - lr: 8.55e-05
2025-08-02 13:21:27,098 - DECODE_Trainer - INFO - Epoch 426/N/A - 8.13s - train_loss: 0.710070 - val_loss: 0.745338 - lr: 8.44e-05
2025-08-02 13:21:35,685 - DECODE_Trainer - INFO - Epoch 427/N/A - 8.58s - train_loss: 0.851867 - val_loss: 0.860348 - lr: 8.32e-05
2025-08-02 13:21:44,498 - DECODE_Trainer - INFO - Epoch 428/N/A - 8.81s - train_loss: 0.852107 - val_loss: 0.860211 - lr: 8.21e-05
2025-08-02 13:21:52,651 - DECODE_Trainer - INFO - Epoch 429/N/A - 8.15s - train_loss: 0.852406 - val_loss: 0.860255 - lr: 8.08e-05
2025-08-02 13:22:01,284 - DECODE_Trainer - INFO - Epoch 430/N/A - 8.63s - train_loss: 0.852243 - val_loss: 0.860155 - lr: 7.96e-05
2025-08-02 13:22:03,110 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_430.pth
2025-08-02 13:22:14,093 - DECODE_Trainer - INFO - Epoch 431/N/A - 8.21s - train_loss: 0.852111 - val_loss: 0.860342 - lr: 7.83e-05
2025-08-02 13:22:22,696 - DECODE_Trainer - INFO - Epoch 432/N/A - 8.60s - train_loss: 0.851993 - val_loss: 0.860483 - lr: 7.70e-05
2025-08-02 13:22:30,882 - DECODE_Trainer - INFO - Epoch 433/N/A - 8.18s - train_loss: 0.851804 - val_loss: 0.860171 - lr: 7.57e-05
2025-08-02 13:22:39,016 - DECODE_Trainer - INFO - Epoch 434/N/A - 8.13s - train_loss: 0.774728 - val_loss: 0.716688 - lr: 7.43e-05
2025-08-02 13:22:47,184 - DECODE_Trainer - INFO - Epoch 435/N/A - 8.17s - train_loss: 0.802457 - val_loss: 0.860102 - lr: 7.30e-05
2025-08-02 13:22:55,688 - DECODE_Trainer - INFO - Epoch 436/N/A - 8.50s - train_loss: 0.851627 - val_loss: 0.860666 - lr: 7.16e-05
2025-08-02 13:23:04,534 - DECODE_Trainer - INFO - Epoch 437/N/A - 8.84s - train_loss: 0.851502 - val_loss: 0.860011 - lr: 7.02e-05
2025-08-02 13:23:13,155 - DECODE_Trainer - INFO - Epoch 438/N/A - 8.62s - train_loss: 0.851326 - val_loss: 0.860236 - lr: 6.87e-05
2025-08-02 13:23:21,648 - DECODE_Trainer - INFO - Epoch 439/N/A - 8.49s - train_loss: 0.851264 - val_loss: 0.860430 - lr: 6.73e-05
2025-08-02 13:23:30,113 - DECODE_Trainer - INFO - Epoch 440/N/A - 8.46s - train_loss: 0.851135 - val_loss: 0.860267 - lr: 6.58e-05
2025-08-02 13:23:31,790 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_440.pth
2025-08-02 13:23:42,923 - DECODE_Trainer - INFO - Epoch 441/N/A - 8.53s - train_loss: 0.851056 - val_loss: 0.860431 - lr: 6.43e-05
2025-08-02 13:23:51,471 - DECODE_Trainer - INFO - Epoch 442/N/A - 8.55s - train_loss: 0.838866 - val_loss: 0.717284 - lr: 6.28e-05
2025-08-02 13:23:59,598 - DECODE_Trainer - INFO - Epoch 443/N/A - 8.13s - train_loss: 0.737620 - val_loss: 0.860397 - lr: 6.13e-05
2025-08-02 13:24:08,097 - DECODE_Trainer - INFO - Epoch 444/N/A - 8.50s - train_loss: 0.851149 - val_loss: 0.860261 - lr: 5.98e-05
2025-08-02 13:24:17,270 - DECODE_Trainer - INFO - Epoch 445/N/A - 9.17s - train_loss: 0.850982 - val_loss: 0.860898 - lr: 5.82e-05
2025-08-02 13:24:25,628 - DECODE_Trainer - INFO - Epoch 446/N/A - 8.36s - train_loss: 0.851035 - val_loss: 0.860127 - lr: 5.67e-05
2025-08-02 13:24:34,576 - DECODE_Trainer - INFO - Epoch 447/N/A - 8.95s - train_loss: 0.850928 - val_loss: 0.860502 - lr: 5.52e-05
2025-08-02 13:24:43,150 - DECODE_Trainer - INFO - Epoch 448/N/A - 8.57s - train_loss: 0.850735 - val_loss: 0.860181 - lr: 5.36e-05
2025-08-02 13:24:52,159 - DECODE_Trainer - INFO - Epoch 449/N/A - 9.01s - train_loss: 0.850759 - val_loss: 0.860481 - lr: 5.21e-05
2025-08-02 13:25:00,330 - DECODE_Trainer - INFO - Epoch 450/N/A - 8.17s - train_loss: 0.850562 - val_loss: 0.860665 - lr: 5.05e-05
2025-08-02 13:25:02,057 - DECODE_Trainer - INFO - Saved checkpoint to checkpoints/checkpoint_epoch_450.pth
2025-08-02 13:25:13,466 - DECODE_Trainer - INFO - Epoch 451/N/A - 8.63s - train_loss: 0.708706 - val_loss: 0.717568 - lr: 4.89e-05
2025-08-02 13:25:22,087 - DECODE_Trainer - INFO - Epoch 452/N/A - 8.62s - train_loss: 0.850563 - val_loss: 0.860686 - lr: 4.74e-05
2025-08-02 13:25:30,673 - DECODE_Trainer - INFO - Epoch 453/N/A - 8.58s - train_loss: 0.850456 - val_loss: 0.860497 - lr: 4.58e-05
